PREFIX-ID,ID,DATE+#,DATE,"a,b,etc.",DATE TAKEN,SEASON,SEASON2,SEASONCAT,SEX,SITE,AGE,LIVE WEIGHT,LIVE.BM.KG,BM.LB,BM.KG,POINTS.L,POINTS.R,SPREAD.IN,SPREAD.MM,BASAL.CIR.L.IN,BASAL.CIR.L.MM,BASAL.CIR.R.IN,BASAL.CIR.R.MM ,BEAM.L.IN,BASAL.T.MM,BEAM.L.MM,BEAM.R.IN,BEAM.R.MM,BEAM.T.MM,LACTATION,NOTES,rain_lag_0,rain_lag_1,rain_lag_2,rain_lag_3,rain_lag_4,rain_lag_5
FB,FB39389,,39389,,11/3/2007,2007-2008,7,AC,F,BOWIE,5.5,102,46.2585034,72,32.65306122,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39390a,,39390,,11/4/2007,2007-2008,7,AC,F,BOWIE,2.5,78,35.37414966,60,27.21088435,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39390b,,39390,,11/4/2007,2007-2008,7,AC,F,BOWIE,3.5,90,40.81632653,60,27.21088435,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39390c,,39390,,11/4/2007,2007-2008,7,AC,F,BOWIE,6.5,78,35.37414966,60,27.21088435,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39390d,,39390,,11/4/2007,2007-2008,7,AC,F,BOWIE,7.5,85,38.54875283,64,29.02494331,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39390e,,39390,,11/4/2007,2007-2008,7,AC,F,BOWIE,,42,19.04761905,34,15.41950113,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39390f,,39390,,11/4/2007,2007-2008,7,AC,F,BOWIE,,44,19.95464853,34,15.41950113,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39390g,,39390,,11/4/2007,2007-2008,7,AC,F,BOWIE,,45,20.40816327,35,15.87301587,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39390h,,39390,,11/4/2007,2007-2008,7,AC,F,BOWIE,,42,19.04761905,39,17.68707483,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39390i,,39390,,11/4/2007,2007-2008,7,AC,F,BOWIE,,52,23.58276644,40,18.14058957,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39390j,,39390,,11/4/2007,2007-2008,7,AC,F,BOWIE,,82,37.18820862,55,24.94331066,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39390k,,39390,,11/4/2007,2007-2008,7,AC,F,BOWIE,,84,38.0952381,63,28.57142857,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39390l,,39390,,11/4/2007,2007-2008,7,AC,F,BOWIE,,97,43.99092971,74,33.5600907,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39393,,39393,,11/7/2007,2007-2008,7,AC,F,BOWIE,2.5,85,38.54875283,61,27.66439909,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39395a,,39395,,11/9/2007,2007-2008,7,AC,F,BOWIE,2.5,96,43.53741497,78,35.37414966,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39395b,,39395,,11/9/2007,2007-2008,7,AC,F,BOWIE,7.5,80,36.28117914,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39402a,,39402,,11/16/2007,2007-2008,7,AC,F,BOWIE,0.5,50,22.67573696,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39402b,,39402,,11/16/2007,2007-2008,7,AC,F,BOWIE,6.5,70,31.74603175,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39402c,,39402,,11/16/2007,2007-2008,7,AC,F,BOWIE,7.5,85,38.54875283,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39403a,,39403,,11/17/2007,2007-2008,7,AC,F,BOWIE,0.5,37,16.78004535,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39403b,,39403,,11/17/2007,2007-2008,7,AC,F,BOWIE,8.5,87,39.45578231,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39405a,,39405,,11/19/2007,2007-2008,7,AC,F,BOWIE,4.5,75,34.01360544,60,27.21088435,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39405b,,39405,,11/19/2007,2007-2008,7,AC,F,BOWIE,,78,35.37414966,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39406,,39406,,11/20/2007,2007-2008,7,AC,F,BOWIE,5.5,70,31.74603175,54,24.48979592,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39407a,,39407,,11/21/2007,2007-2008,7,AC,F,BOWIE,0.5,32,14.51247166,30,13.60544218,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39407b,,39407,,11/21/2007,2007-2008,7,AC,F,BOWIE,5.5,85,38.54875283,60,27.21088435,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39407c,,39407,,11/21/2007,2007-2008,7,AC,F,BOWIE,,30,13.60544218,28,12.6984127,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39407d,,39407,,11/21/2007,2007-2008,7,AC,F,BOWIE,,67,30.38548753,55,24.94331066,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39407e,,39407,,11/21/2007,2007-2008,7,AC,F,BOWIE,,87,39.45578231,58,26.30385488,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39407f,,39407,,11/21/2007,2007-2008,7,AC,F,BOWIE,,82,37.18820862,61,27.66439909,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39410a,,39410,,11/24/2007,2007-2008,7,AC,F,BOWIE,2.5,87,39.45578231,62,28.11791383,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39410b,,39410,,11/24/2007,2007-2008,7,AC,F,BOWIE,6.5,97,43.99092971,72,32.65306122,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39412,,39412,,11/26/2007,2007-2008,7,AC,F,BOWIE,,52,23.58276644,38,17.23356009,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39419,,39419,,12/3/2007,2007-2008,7,AC,F,BOWIE,3.5,89,40.36281179,72,32.65306122,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39420a,,39420,,12/4/2007,2007-2008,7,AC,F,BOWIE,3.5,86,39.00226757,56,25.3968254,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39420b,,39420,,12/4/2007,2007-2008,7,AC,F,BOWIE,7.5,109,49.43310658,86,39.00226757,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39421,,39421,,12/5/2007,2007-2008,7,AC,F,BOWIE,4.5,75,34.01360544,55,24.94331066,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39424,,39424,,12/8/2007,2007-2008,7,AC,F,BOWIE,3.5,98,44.44444444,63,28.57142857,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39428,,39428,,12/12/2007,2007-2008,7,AC,F,BOWIE,,42,19.04761905,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39430,,39430,,12/14/2007,2007-2008,7,AC,F,BOWIE,,54,24.48979592,38,17.23356009,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39431a,,39431,,12/15/2007,2007-2008,7,AC,F,BOWIE,0.5,45,20.40816327,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39431b,,39431,,12/15/2007,2007-2008,7,AC,F,BOWIE,0.5,55,24.94331066,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39431c,,39431,,12/15/2007,2007-2008,7,AC,F,BOWIE,0.5,51,23.1292517,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39431d,,39431,,12/15/2007,2007-2008,7,AC,F,BOWIE,2.5,79,35.8276644,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39431e,,39431,,12/15/2007,2007-2008,7,AC,F,BOWIE,2.5,87,39.45578231,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39431f,,39431,,12/15/2007,2007-2008,7,AC,F,BOWIE,3.5,86,39.00226757,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39431g,,39431,,12/15/2007,2007-2008,7,AC,F,BOWIE,4.5,82,37.18820862,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39431h,,39431,,12/15/2007,2007-2008,7,AC,F,BOWIE,4.5,85,38.54875283,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39431i,,39431,,12/15/2007,2007-2008,7,AC,F,BOWIE,4.5,99,44.89795918,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39431j,,39431,,12/15/2007,2007-2008,7,AC,F,BOWIE,5.5,75,34.01360544,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39431k,,39431,,12/15/2007,2007-2008,7,AC,F,BOWIE,5.5,107,48.5260771,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39432a,,39432,,12/16/2007,2007-2008,7,AC,F,BOWIE,0.5,45,20.40816327,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39432b,,39432,,12/16/2007,2007-2008,7,AC,F,BOWIE,1.5,74,33.5600907,57,25.85034014,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39432c,,39432,,12/16/2007,2007-2008,7,AC,F,BOWIE,3.5,106,48.07256236,85,38.54875283,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39432d,,39432,,12/16/2007,2007-2008,7,AC,F,BOWIE,3.5,94,42.63038549,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39432e,,39432,,12/16/2007,2007-2008,7,AC,F,BOWIE,5.5,90,40.81632653,74,33.5600907,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39433,,39433,,12/17/2007,2007-2008,7,AC,F,BOWIE,2.5,73,33.10657596,52,23.58276644,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39434a,,39434,,12/18/2007,2007-2008,7,AC,F,BOWIE,0.5,37,16.78004535,32,14.51247166,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39434b,,39434,,12/18/2007,2007-2008,7,AC,F,BOWIE,0.5,44,19.95464853,37,16.78004535,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39434c,,39434,,12/18/2007,2007-2008,7,AC,F,BOWIE,7.5,88,39.90929705,80,36.28117914,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39435a,,39435,,12/19/2007,2007-2008,7,AC,F,BOWIE,0.5,37,16.78004535,32,14.51247166,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39435b,,39435,,12/19/2007,2007-2008,7,AC,F,BOWIE,3.5,80,36.28117914,60,27.21088435,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39435c,,39435,,12/19/2007,2007-2008,7,AC,F,BOWIE,5.5,84,38.0952381,63,28.57142857,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39435d,,39435,,12/19/2007,2007-2008,7,AC,F,BOWIE,5.5,103,46.71201814,84,38.0952381,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39435e,,39435,,12/19/2007,2007-2008,7,AC,F,BOWIE,6.5,85,38.54875283,60,27.21088435,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39436,,39436,,12/20/2007,2007-2008,7,AC,F,BOWIE,1.5,82,37.18820862,64,29.02494331,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39437a,,39437,,12/21/2007,2007-2008,7,AC,F,BOWIE,0.5,90,40.81632653,70,31.74603175,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39437b,,39437,,12/21/2007,2007-2008,7,AC,F,BOWIE,3.5,97,43.99092971,75,34.01360544,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39437c,,39437,,12/21/2007,2007-2008,7,AC,F,BOWIE,,67,30.38548753,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39437d,,39437,,12/21/2007,2007-2008,7,AC,F,BOWIE,,80,36.28117914,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39437e,,39437,,12/21/2007,2007-2008,7,AC,F,BOWIE,,48,21.76870748,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39438,,39438,,12/22/2007,2007-2008,7,AC,F,BOWIE,2.5,78,35.37414966,55,24.94331066,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39439,,39439,,12/23/2007,2007-2008,7,AC,F,BOWIE,2.5,90,40.81632653,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39440a,,39440,,12/24/2007,2007-2008,7,AC,F,BOWIE,0.5,54,24.48979592,40,18.14058957,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39440b,,39440,,12/24/2007,2007-2008,7,AC,F,BOWIE,1.5,80,36.28117914,68,30.83900227,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39442a,,39442,,12/26/2007,2007-2008,7,AC,F,BOWIE,,85,38.54875283,64,29.02494331,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39442b,,39442,,12/26/2007,2007-2008,7,AC,F,BOWIE,,95,43.08390023,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39443,,39443,,12/27/2007,2007-2008,7,AC,F,BOWIE,,98,44.44444444,76,34.46712018,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39445a,,39445,,12/29/2007,2007-2008,7,AC,F,BOWIE,0.5,40,18.14058957,35,15.87301587,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39445b,,39445,,12/29/2007,2007-2008,7,AC,F,BOWIE,0.5,44,19.95464853,35,15.87301587,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39445c,,39445,,12/29/2007,2007-2008,7,AC,F,BOWIE,3.5,84,38.0952381,63,28.57142857,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39445e,,39445,,12/29/2007,2007-2008,7,AC,F,BOWIE,4.5,86,39.00226757,55,24.94331066,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39445f,,39445,,12/29/2007,2007-2008,7,AC,F,BOWIE,4.5,81,36.73469388,60,27.21088435,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39445g,,39445,,12/29/2007,2007-2008,7,AC,F,BOWIE,5.5,87,39.45578231,68,30.83900227,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39445h,,39445,,12/29/2007,2007-2008,7,AC,F,BOWIE,6.5,70,31.74603175,50,22.67573696,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39445i,,39445,,12/29/2007,2007-2008,7,AC,F,BOWIE,,46,20.861678,34,15.41950113,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39446a,,39446,,12/30/2007,2007-2008,7,AC,F,BOWIE,2.5,82,37.18820862,59,26.75736961,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39446b,,39446,,12/30/2007,2007-2008,7,AC,F,BOWIE,3.5,98,44.44444444,72,32.65306122,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39446c,,39446,,12/30/2007,2007-2008,7,AC,F,BOWIE,4.5,78,35.37414966,57,25.85034014,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39451,,39451,,1/4/2008,2007-2008,7,AC,F,BOWIE,2.5,97,43.99092971,72,32.65306122,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39453,,39453,,1/6/2008,2007-2008,7,AC,F,BOWIE,3.5,83,37.64172336,57,25.85034014,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39454a,,39454,,1/7/2008,2007-2008,7,AC,F,BOWIE,0.5,,,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39454b,,39454,,1/7/2008,2007-2008,7,AC,F,BOWIE,0.5,,,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39454c,,39454,,1/7/2008,2007-2008,7,AC,F,BOWIE,2.5,65,29.47845805,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39454d,,39454,,1/7/2008,2007-2008,7,AC,F,BOWIE,2.5,52,23.58276644,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39454e,,39454,,1/7/2008,2007-2008,7,AC,F,BOWIE,3.5,75,34.01360544,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39454f,,39454,,1/7/2008,2007-2008,7,AC,F,BOWIE,4.5,85,38.54875283,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39458a,,39458,,1/11/2008,2007-2008,7,AC,F,BOWIE,4.5,93,42.17687075,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39458b,,39458,,1/11/2008,2007-2008,7,AC,F,BOWIE,6.5,94,42.63038549,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39458c,,39458,,1/11/2008,2007-2008,7,AC,F,BOWIE,,48,21.76870748,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39459a,,39459,,1/12/2008,2007-2008,7,AC,F,BOWIE,0.5,42,19.04761905,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39459b,,39459,,1/12/2008,2007-2008,7,AC,F,BOWIE,2.5,103,46.71201814,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39459c,,39459,,1/12/2008,2007-2008,7,AC,F,BOWIE,3.5,104,47.16553288,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39459d,,39459,,1/12/2008,2007-2008,7,AC,F,BOWIE,4.5,89,40.36281179,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39459e,,39459,,1/12/2008,2007-2008,7,AC,F,BOWIE,5.5,97,43.99092971,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39459f,,39459,,1/12/2008,2007-2008,7,AC,F,BOWIE,5.5,98,44.44444444,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39459g,,39459,,1/12/2008,2007-2008,7,AC,F,BOWIE,7.5,92,41.72335601,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39459h,,39459,,1/12/2008,2007-2008,7,AC,F,BOWIE,,45,20.40816327,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39459i,,39459,,1/12/2008,2007-2008,7,AC,F,BOWIE,,42,19.04761905,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39460a,,39460,,1/13/2008,2007-2008,7,AC,F,BOWIE,0.5,65,29.47845805,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39460b,,39460,,1/13/2008,2007-2008,7,AC,F,BOWIE,1.5,45,20.40816327,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39460c,,39460,,1/13/2008,2007-2008,7,AC,F,BOWIE,2.5,72,32.65306122,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39460d,,39460,,1/13/2008,2007-2008,7,AC,F,BOWIE,3.5,74,33.5600907,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39460e,,39460,,1/13/2008,2007-2008,7,AC,F,BOWIE,4.5,103,46.71201814,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39460f,,39460,,1/13/2008,2007-2008,7,AC,F,BOWIE,4.5,95,43.08390023,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39460g,,39460,,1/13/2008,2007-2008,7,AC,F,BOWIE,4.5,93,42.17687075,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39460h,,39460,,1/13/2008,2007-2008,7,AC,F,BOWIE,5.5,92,41.72335601,77,34.92063492,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39460i,,39460,,1/13/2008,2007-2008,7,AC,F,BOWIE,6.5,48,21.76870748,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39460j,,39460,,1/13/2008,2007-2008,7,AC,F,BOWIE,,90,40.81632653,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39460k,,39460,,1/13/2008,2007-2008,7,AC,F,BOWIE,,94,42.63038549,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39461a,,39461,,1/14/2008,2007-2008,7,AC,F,BOWIE,0.5,58,26.30385488,42,19.04761905,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39461b,,39461,,1/14/2008,2007-2008,7,AC,F,BOWIE,1.5,86,39.00226757,65,29.47845805,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39461c,,39461,,1/14/2008,2007-2008,7,AC,F,BOWIE,1.5,83,37.64172336,68,30.83900227,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39461d,,39461,,1/14/2008,2007-2008,7,AC,F,BOWIE,,87,39.45578231,72,32.65306122,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39462a,,39462,,1/15/2008,2007-2008,7,AC,F,BOWIE,0.5,56,25.3968254,44,19.95464853,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39462b,,39462,,1/15/2008,2007-2008,7,AC,F,BOWIE,3.5,76,34.46712018,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39463,,39463,,1/16/2008,2007-2008,7,AC,F,BOWIE,4.5,75,34.01360544,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39464a,,39464,,1/17/2008,2007-2008,7,AC,F,BOWIE,0.5,40,18.14058957,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39464b,,39464,,1/17/2008,2007-2008,7,AC,F,BOWIE,2.5,75,34.01360544,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39464c,,39464,,1/17/2008,2007-2008,7,AC,F,BOWIE,4.5,110,49.88662132,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39465,,39465,,1/18/2008,2007-2008,7,AC,F,BOWIE,2.5,75,34.01360544,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39466a,,39466,,1/19/2008,2007-2008,7,AC,F,BOWIE,0.5,57,25.85034014,44,19.95464853,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39466b,,39466,,1/19/2008,2007-2008,7,AC,F,BOWIE,0.5,42,19.04761905,,,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39466c,,39466,,1/19/2008,2007-2008,7,AC,F,BOWIE,3.5,90,40.81632653,67,30.38548753,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39466d,,39466,,1/19/2008,2007-2008,7,AC,F,BOWIE,,42,19.04761905,30,13.60544218,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39466e,,39466,,1/19/2008,2007-2008,7,AC,F,BOWIE,,94,42.63038549,77,34.92063492,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39467a,,39467,,1/20/2008,2007-2008,7,AC,F,BOWIE,0.5,43,19.50113379,29,13.15192744,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39467b,,39467,,1/20/2008,2007-2008,7,AC,F,BOWIE,0.5,50,22.67573696,43,19.50113379,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39467c,,39467,,1/20/2008,2007-2008,7,AC,F,BOWIE,0.5,58,26.30385488,43,19.50113379,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39467d,,39467,,1/20/2008,2007-2008,7,AC,F,BOWIE,3.5,88,39.90929705,68,30.83900227,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
FB,FB39467e,,39467,,1/20/2008,2007-2008,7,AC,F,BOWIE,3.5,97,43.99092971,73,33.10657596,,,,,,,,,,,,,,,,,42.21,24.7,30.53,39.47,30.05,24.985
